,Regiao,UF,CNAE,Atendida,CodAssunto,SexoConsumidor,FaixaEtaria,CEP,InscritoDAU
7771,Norte,RO,7311400.0,0,187.0,M,3,76822150.0,1
7781,Norte,RO,6110801.0,1,274.0,M,3,76900200.0,1
7782,Norte,RO,3514000.0,0,185.0,M,4,76840000.0,0
7790,Norte,RO,4752100.0,0,187.0,F,2,76900000.0,0
7791,Norte,RO,3514000.0,1,185.0,F,6,76824198.0,0
7794,Norte,RO,6110801.0,1,186.0,F,1,76808130.0,1
7797,Norte,RO,4693100.0,1,102.0,M,3,76908390.0,1
7800,Norte,RO,3514000.0,1,185.0,F,3,76907674.0,0
7801,Nordeste,RN,6512000.0,0,94.0,F,7,59147400.0,0
7802,Nordeste,RN,8532500.0,0,233.0,F,2,59955000.0,0
7803,Nordeste,RN,4774100.0,0,207.0,F,5,59510000.0,1
7804,Nordeste,RN,4753900.0,0,101.0,F,5,59147606.0,1
7805,Nordeste,RN,6550200.0,0,284.0,F,6,59141450.0,0
7806,Nordeste,RN,3104700.0,1,100.0,M,4,59069390.0,0
7808,Nordeste,RN,6143400.0,1,259.0,F,2,59280000.0,0
7809,Nordeste,RN,8599604.0,1,236.0,F,4,59152820.0,1
7810,Nordeste,RN,6120501.0,1,186.0,F,6,59145703.0,1
7811,Nordeste,RN,3600601.0,0,183.0,M,5,59145720.0,1
7812,Nordeste,RN,6511101.0,1,282.0,M,5,59149220.0,1
7813,Nordeste,RN,6423900.0,1,282.0,M,5,59149220.0,1
7814,Nordeste,RN,4711302.0,1,282.0,M,5,59149220.0,0
7816,Nordeste,RN,2751100.0,1,94.0,M,5,59062170.0,0
7817,Nordeste,RN,4713001.0,1,94.0,M,5,59062170.0,1
7818,Nordeste,RN,8211300.0,1,53.0,F,7,59010650.0,0
7819,Norte,RO,6110801.0,1,186.0,M,4,76908678.0,1
7822,Nordeste,RN,6512000.0,0,92.0,F,4,59158220.0,0
7823,Nordeste,RN,4511102.0,0,131.0,M,4,59140000.0,1
7824,Nordeste,RN,2910701.0,0,131.0,M,4,59140000.0,1
7825,Nordeste,RN,4511101.0,0,131.0,M,4,59140000.0,0
7826,Nordeste,RN,3600601.0,0,183.0,M,4,59148520.0,1
7827,Nordeste,RN,6022501.0,1,259.0,M,5,59151250.0,1
7828,Nordeste,RN,6120501.0,1,259.0,M,5,59151250.0,1
7830,Nordeste,RN,3600601.0,1,183.0,M,3,59072300.0,1
7831,Nordeste,RN,6436100.0,0,54.0,F,3,59060440.0,0
7832,Nordeste,RN,4781400.0,0,54.0,F,3,59060440.0,0
7833,Sudeste,MG,6110801.0,1,249.0,F,3,37505054.0,0
7834,Sudeste,MG,8211300.0,0,282.0,F,5,37502158.0,0
7835,Sudeste,MG,8532500.0,1,233.0,F,2,38410230.0,0
7837,Sudeste,MG,2632900.0,1,101.0,M,2,38400072.0,0
7838,Sudeste,MG,4753900.0,1,94.0,M,7,35600000.0,1
7839,Sudeste,MG,6143400.0,0,259.0,M,3,35600000.0,0
7840,Sudeste,MG,4713001.0,1,103.0,M,2,35600000.0,0
7845,Sudeste,MG,4755503.0,0,54.0,F,4,35400000.0,0
7846,Sudeste,MG,6511101.0,0,79.0,M,4,35400000.0,0
7847,Sudeste,MG,6613400.0,1,54.0,F,3,35400000.0,0
7848,Sudeste,MG,6462000.0,0,123.0,M,2,35400000.0,0
7849,Sudeste,MG,6190601.0,1,279.0,F,3,35410000.0,0
7850,Sudeste,RJ,5823900.0,1,259.0,M,6,22790704.0,0
7851,Sudeste,RJ,6120501.0,1,187.0,F,6,23085110.0,1
7852,Sudeste,RJ,3600601.0,1,183.0,M,6,20230250.0,1
7854,Sudeste,RJ,6110801.0,1,187.0,M,6,25560010.0,1
7855,Sudeste,RJ,4782201.0,1,287.0,F,1,27980000.0,0
7858,Sudeste,RJ,4744099.0,1,120.0,F,4,27998000.0,0
7859,Sudeste,RJ,6462000.0,1,76.0,M,3,27930000.0,0
7862,Sudeste,RJ,6511101.0,0,101.0,M,3,27947420.0,1
7864,Sudeste,RJ,6511101.0,1,95.0,F,4,27963686.0,1
7865,Sudeste,RJ,6110801.0,1,186.0,M,3,27961040.0,1
7867,Sudeste,MG,4110700.0,1,81.0,M,4,38055520.0,0
7868,Sudeste,MG,4110700.0,1,81.0,M,4,38055520.0,1
7871,Sudeste,MG,2640000.0,1,101.0,F,5,38073014.0,1
7872,Sudeste,MG,8291100.0,1,141.0,F,2,38010020.0,0
7873,Sudeste,MG,8531700.0,1,236.0,F,3,38082688.0,0
7874,Sudeste,MG,4781400.0,1,122.0,F,2,38022100.0,0
7875,Sudeste,MG,4789099.0,1,101.0,F,4,38080500.0,0
7876,Sudeste,MG,4652400.0,1,101.0,F,4,38080500.0,1
7878,Sudeste,RJ,2910701.0,0,129.0,F,4,27920570.0,0
7881,Norte,RO,6110801.0,1,62.0,M,3,76850000.0,1
7888,Sudeste,MG,9430800.0,1,69.0,M,6,38304382.0,0
7889,Sudeste,MG,6422100.0,1,54.0,F,5,38015320.0,0
7890,Sudeste,MG,4754702.0,1,100.0,F,6,38150000.0,0
7892,Sudeste,MG,4652400.0,1,101.0,M,2,38017305.0,1
7893,Sudeste,MG,4753900.0,1,101.0,M,2,38017305.0,0
7895,Sudeste,MG,4713001.0,1,101.0,F,3,38073163.0,0
7896,Sudeste,MG,4649402.0,1,101.0,F,3,38073163.0,0
7899,Sudeste,SP,6110801.0,0,186.0,F,4,4870130.0,1
7900,Sudeste,SP,6436100.0,0,69.0,M,4,2543004.0,0
7901,Sudeste,SP,6422100.0,0,53.0,F,7,4383037.0,0
7902,Sudeste,SP,6511101.0,0,69.0,F,6,4676105.0,0
7903,Sudeste,SP,7911200.0,0,276.0,F,4,2280335.0,0
7904,Sudeste,MG,6431000.0,1,57.0,M,5,38051286.0,0
7906,Sudeste,MG,4652400.0,1,140.0,M,3,38020410.0,1
7907,Sudeste,MG,4110700.0,1,76.0,F,3,38048410.0,1
7909,Sudeste,SP,6462000.0,1,101.0,F,4,4849318.0,0
7911,Sudeste,SP,6462000.0,1,101.0,M,3,6765170.0,0
7912,Norte,RO,8211300.0,1,139.0,F,4,76824222.0,1
7913,Norte,RO,6511101.0,1,139.0,F,4,76824222.0,1
7914,Norte,RO,4742300.0,1,139.0,F,4,76824222.0,0
7915,Norte,RO,4731800.0,0,76.0,M,4,76812154.0,0
7916,Norte,RO,3514000.0,0,185.0,M,3,78900000.0,0
7917,Norte,RO,5111100.0,1,276.0,F,5,76870130.0,0
7918,Norte,RO,7911200.0,1,276.0,F,5,76870130.0,0
7919,Sul,SC,5811500.0,0,248.0,F,6,88523040.0,0
7920,Sul,SC,4761001.0,1,102.0,M,3,88521000.0,0
7921,Sul,SC,2610800.0,1,102.0,M,3,88521000.0,1
7922,Norte,RO,3514000.0,1,185.0,M,6,76000812.0,0
7923,Norte,RO,8291100.0,0,132.0,M,2,76908301.0,0
7926,Norte,RO,4713001.0,0,53.0,F,2,76825238.0,0
7927,Norte,RO,8532500.0,1,236.0,F,1,76850000.0,1
7929,Sul,SC,6422100.0,0,76.0,M,5,88526150.0,1
7930,Sudeste,ES,4713001.0,1,101.0,F,4,29221150.0,0
7931,Sudeste,ES,7490104.0,1,76.0,F,7,29216110.0,0
7932,Sudeste,ES,8291100.0,1,76.0,F,7,29216110.0,0
7933,Sudeste,ES,8511200.0,1,233.0,M,2,29330000.0,0
7934,Sudeste,ES,4541204.0,1,131.0,F,3,29330000.0,0
7935,Sudeste,ES,4744099.0,1,256.0,F,5,29345000.0,0
7936,Sudeste,ES,4652400.0,0,101.0,M,3,29400000.0,1
7937,Sudeste,ES,4752100.0,0,101.0,M,3,29400000.0,0
7938,Sudeste,ES,2950600.0,1,76.0,M,3,29480000.0,0
7939,Sudeste,RJ,4753900.0,0,92.0,F,3,20510130.0,1
7940,Sudeste,RJ,8291100.0,1,288.0,M,5,25040610.0,0
7941,Sudeste,SP,4753900.0,1,54.0,F,5,8255180.0,1
7942,Sudeste,SP,6520100.0,0,199.0,M,3,7075110.0,0
7943,Sudeste,SP,4652400.0,1,101.0,F,3,5884150.0,1
7944,Sudeste,SP,9430800.0,0,284.0,F,5,4166003.0,0
7945,Sudeste,SP,6462000.0,1,89.0,M,2,9250330.0,0
7946,Sudeste,SP,4713001.0,0,54.0,F,6,2345040.0,0
7947,Sudeste,SP,6462000.0,1,96.0,F,2,5054010.0,0
7952,Sudeste,RJ,7490104.0,1,76.0,F,4,27943120.0,0
7953,Sudeste,RJ,3701100.0,1,183.0,F,7,27937250.0,0
7954,Sudeste,RJ,3600601.0,1,183.0,F,7,27937250.0,1
7955,Sudeste,RJ,9420100.0,1,76.0,M,7,27963520.0,0
7956,Sudeste,RJ,5811500.0,1,106.0,M,5,27900000.0,1
7957,Sudeste,RJ,3514000.0,1,185.0,M,7,27901000.0,1
7958,Sudeste,SP,6422100.0,0,63.0,M,7,4774020.0,0
7959,Sudeste,SP,6511101.0,1,79.0,F,6,2325100.0,0
7960,Sudeste,SP,4789099.0,0,249.0,F,5,2840030.0,0
7961,Sudeste,SP,6422100.0,0,53.0,M,5,4905002.0,0
7962,Sudeste,SP,6190601.0,0,132.0,M,4,6770050.0,0
7965,Norte,RO,2950600.0,0,76.0,M,3,76824194.0,1
7966,Norte,RO,6422100.0,0,76.0,M,6,76940000.0,1
7969,Sudeste,SP,8291100.0,0,62.0,F,3,2916000.0,0
7970,Sudeste,SP,6120501.0,1,187.0,M,2,9692000.0,1
7971,Sudeste,SP,6190699.0,1,186.0,M,2,8475030.0,0
7972,Sudeste,SP,6110801.0,1,187.0,M,6,5760160.0,1
7973,Sudeste,SP,4789099.0,0,288.0,M,3,5798130.0,0
7974,Sudeste,RJ,6120501.0,1,186.0,F,5,27961042.0,1
7975,Sudeste,RJ,6422100.0,1,157.0,F,6,27900000.0,1
7976,Sudeste,RJ,3701100.0,1,183.0,F,6,27910090.0,0
7977,Sudeste,RJ,3600601.0,1,183.0,F,6,27910090.0,1
7978,Sudeste,RJ,3514000.0,0,185.0,F,4,28895662.0,1
7979,Sudeste,RJ,3701100.0,1,183.0,M,5,27943150.0,0
7980,Sudeste,RJ,3600601.0,1,183.0,M,5,27943150.0,1
7981,Sudeste,RJ,6120502.0,1,187.0,M,6,27901000.0,1
7982,Sudeste,RJ,6110801.0,1,187.0,M,6,27901000.0,1
7983,Sudeste,RJ,4651601.0,0,101.0,F,2,27937010.0,0
7985,Sudeste,SP,6436100.0,0,63.0,M,4,13232553.0,0
7991,Sul,SC,7723300.0,1,283.0,F,2,78015110.0,0
7992,Sul,SC,7490104.0,1,140.0,F,3,88801140.0,0
7995,Sul,SC,6622300.0,0,76.0,M,5,85708000.0,0
7998,Nordeste,RN,2330303.0,0,87.0,M,3,59025743.0,0
7999,Nordeste,RN,4744099.0,0,87.0,M,3,59025743.0,0
8000,Nordeste,RN,4110700.0,1,83.0,M,3,59090200.0,1
8001,Sudeste,SP,5310501.0,0,182.0,M,5,5890000.0,0
8003,Sudeste,SP,2622100.0,1,96.0,M,6,1455010.0,0
8004,Sudeste,SP,6550200.0,0,199.0,M,5,5413000.0,1
8005,Sudeste,SP,6120501.0,1,186.0,F,5,4473000.0,1
8006,Sudeste,SP,5310501.0,0,182.0,F,4,4915010.0,0
8007,Sudeste,SP,6422100.0,0,76.0,F,6,5792050.0,0
8008,Sudeste,SP,6120501.0,0,187.0,M,5,4823470.0,1
8009,Sudeste,SP,6120501.0,1,186.0,F,4,3311000.0,1
8010,Sudeste,SP,6120501.0,1,187.0,M,4,4362030.0,1
8011,Sudeste,SP,6511101.0,0,69.0,M,3,3570010.0,1
8012,Sudeste,SP,2949299.0,0,129.0,F,3,2460060.0,0
8015,Sudeste,SP,6422100.0,1,54.0,M,3,5569140.0,1
8016,Sudeste,SP,6120501.0,1,186.0,F,2,1408001.0,1
8019,Centro-oeste,GO,5310501.0,1,182.0,F,4,75689714.0,1
8020,Centro-oeste,GO,4753900.0,1,101.0,F,2,75681592.0,0
8021,Centro-oeste,GO,2640000.0,1,101.0,F,2,75681592.0,1
8022,Centro-oeste,GO,4789008.0,1,101.0,F,3,75904020.0,0
8023,Centro-oeste,GO,6512000.0,1,101.0,F,3,75904020.0,0
8024,Centro-oeste,GO,6110801.0,1,186.0,F,6,75900000.0,1
8025,Centro-oeste,GO,3600601.0,1,183.0,F,4,75906640.0,1
8026,Centro-oeste,GO,3313901.0,1,96.0,M,3,75903016.0,1
8028,Centro-oeste,GO,6512000.0,1,102.0,F,4,75900000.0,0
8029,Centro-oeste,GO,6512000.0,1,102.0,F,4,75900000.0,0
8030,Centro-oeste,GO,4120400.0,1,83.0,F,4,75900000.0,1
8031,Sudeste,SP,6512000.0,0,69.0,F,4,8151200.0,0
8032,Sudeste,SP,4789008.0,0,246.0,F,2,4187320.0,0
8034,Centro-oeste,GO,4789008.0,0,76.0,F,3,75140290.0,0
8035,Centro-oeste,GO,7490104.0,0,76.0,F,3,75140290.0,0
8036,Centro-oeste,GO,6422100.0,0,76.0,M,5,75024970.0,0
8037,Centro-oeste,GO,6120501.0,1,187.0,F,5,75084620.0,1
8038,Centro-oeste,GO,6423900.0,1,54.0,M,7,75025010.0,0
8039,Centro-oeste,GO,8299799.0,1,54.0,M,7,75025010.0,0
8040,Centro-oeste,GO,2751100.0,0,111.0,M,3,75025020.0,1
8041,Norte,RO,6120501.0,1,76.0,M,6,76801243.0,1
8042,Sudeste,SP,6462000.0,1,97.0,M,4,8450470.0,0
8045,Sudeste,SP,6511101.0,1,79.0,F,2,7271072.0,1
8046,Sudeste,SP,6512000.0,0,68.0,M,5,9632040.0,0
8047,Sudeste,SP,6462000.0,1,108.0,F,2,5873380.0,0
8048,Sudeste,SP,7911200.0,1,276.0,M,2,8247095.0,0
8049,Sudeste,SP,4782201.0,1,132.0,F,4,17013031.0,0
8050,Sudeste,SP,6422100.0,1,63.0,M,6,17025740.0,0
8051,Sudeste,SP,7490104.0,1,90.0,F,3,17018520.0,0
8052,Sudeste,SP,6190601.0,0,279.0,F,7,17011110.0,0
8053,Centro-oeste,MT,4649402.0,1,101.0,M,2,78550394.0,0
8055,Centro-oeste,MT,6422100.0,1,53.0,F,3,78850000.0,0
8056,Centro-oeste,MT,8532500.0,1,233.0,M,5,78850000.0,1
8057,Centro-oeste,MT,6110801.0,1,259.0,M,2,78850000.0,1
8059,Centro-oeste,MT,2824102.0,1,94.0,M,3,78625000.0,1
8060,Centro-oeste,MT,4753900.0,1,101.0,M,2,78850000.0,0
8061,Centro-oeste,MT,2632900.0,1,101.0,M,2,78850000.0,0
8062,Centro-oeste,MT,6120501.0,1,137.0,M,5,78850000.0,0
8065,Centro-oeste,GO,2759799.0,1,97.0,F,5,75040130.0,0
8066,Centro-oeste,GO,4753900.0,1,97.0,F,5,75040130.0,0
8072,Centro-oeste,GO,4753900.0,1,288.0,F,5,75113470.0,0
8073,Sudeste,MG,6120501.0,1,187.0,M,3,38055150.0,0
8074,Sudeste,MG,4110700.0,1,76.0,M,2,38067134.0,1
8077,Sudeste,MG,4651601.0,1,101.0,M,3,38065010.0,0
8078,Sudeste,MG,4753900.0,1,101.0,M,3,38065010.0,0
8082,Norte,RO,4753900.0,0,92.0,F,6,76940000.0,0
8084,Nordeste,RN,6423900.0,0,53.0,F,2,59042320.0,0
8085,Nordeste,RN,6120501.0,1,63.0,F,5,59141225.0,1
8088,Sudeste,RJ,8291100.0,0,102.0,M,6,27910362.0,0
8090,Sudeste,RJ,3600601.0,0,183.0,M,2,27900000.0,1
8091,Sudeste,RJ,3701100.0,0,183.0,M,2,27900000.0,0
8092,Sudeste,RJ,3514000.0,1,185.0,F,4,27900000.0,1
8093,Nordeste,RN,4541203.0,0,145.0,M,4,59170000.0,0
8095,Sudeste,RJ,3520401.0,1,184.0,F,2,27933160.0,1
8097,Sudeste,RJ,6422100.0,0,76.0,M,6,27930425.0,0
8099,Sudeste,RJ,4754702.0,1,100.0,M,4,27937010.0,1
8100,Sudeste,RJ,6511101.0,1,76.0,F,6,27901000.0,0
8101,Sudeste,RJ,4753900.0,1,76.0,M,4,27944741.0,1
8102,Sudeste,RJ,4110700.0,0,82.0,M,3,27910110.0,0
8105,Sudeste,SP,1411801.0,0,97.0,F,4,5777001.0,0
8106,Sudeste,SP,6209100.0,1,141.0,F,6,8466050.0,0
8107,Sudeste,MG,8531700.0,1,236.0,F,1,38051574.0,0
8108,Sudeste,MG,6422100.0,0,53.0,F,4,38026400.0,0
8109,Sudeste,MG,7711000.0,1,264.0,M,3,38050130.0,0
8110,Sudeste,MG,6512000.0,1,264.0,M,3,38050130.0,0
8112,Sudeste,MG,4652400.0,1,101.0,F,5,38057762.0,1
8113,Sudeste,MG,4753900.0,1,101.0,F,5,38057762.0,0
8116,Sudeste,RJ,5111100.0,1,76.0,F,6,23097390.0,0
8117,Sudeste,RJ,6120501.0,0,279.0,M,6,20561250.0,1
8119,Sudeste,RJ,3514000.0,0,185.0,F,5,22410002.0,1
8120,Sudeste,RJ,6422100.0,1,53.0,M,5,21042140.0,1
8121,Sudeste,RJ,6422100.0,1,53.0,M,5,22060020.0,1
8122,Sudeste,RJ,6110801.0,1,187.0,M,7,21843000.0,1
8123,Sudeste,RJ,8660700.0,0,284.0,F,7,22210030.0,1
8124,Sudeste,RJ,6422100.0,1,63.0,F,4,22783127.0,0
8126,Sudeste,RJ,7990200.0,1,282.0,M,7,21031210.0,0
8129,Sudeste,SP,4713001.0,1,93.0,F,3,3372030.0,1
8133,Sudeste,SP,6431000.0,1,54.0,M,6,5874020.0,0
8134,Sudeste,SP,8650004.0,1,204.0,F,3,1306010.0,0
8135,Sudeste,SP,4753900.0,1,122.0,M,5,8572045.0,0
8136,Sudeste,SP,6422100.0,0,53.0,F,5,9942030.0,1
8137,Sudeste,SP,4120400.0,0,82.0,F,3,7195020.0,0
8138,Sudeste,SP,7911200.0,0,276.0,M,4,3269160.0,0
8139,Sudeste,RJ,8291100.0,1,101.0,M,3,27946830.0,0
8141,Sudeste,SP,6120501.0,1,186.0,M,4,2232050.0,1
8142,Sudeste,SP,8531700.0,0,233.0,M,3,2328020.0,0
8147,Sul,SC,4713001.0,0,73.0,F,5,88802249.0,0
8148,Sul,SC,5811500.0,1,76.0,F,6,88814505.0,1
8149,Sul,SC,6422100.0,1,76.0,F,6,88806635.0,0
8150,Sul,SC,3600601.0,1,183.0,M,3,88810485.0,0
8152,Sul,SC,4511102.0,1,131.0,M,3,88806523.0,0
8157,Centro-oeste,MT,4649402.0,1,187.0,F,2,78250000.0,0
8158,Centro-oeste,MT,3514000.0,1,74.0,F,6,78250000.0,1
8159,Sudeste,SP,6423900.0,0,53.0,F,7,8210500.0,1
8160,Sudeste,SP,4789099.0,0,125.0,M,4,1411011.0,0
8161,Sudeste,SP,4751201.0,0,108.0,F,3,17190000.0,0
8162,Sudeste,SP,6120501.0,0,187.0,M,1,2813030.0,1
8164,Sudeste,SP,6120501.0,0,186.0,M,3,4185021.0,1
8165,Sudeste,SP,8299799.0,0,53.0,M,5,4252000.0,0
8166,Centro-oeste,GO,3600601.0,0,183.0,F,5,75860000.0,1
8167,Centro-oeste,GO,4753900.0,0,101.0,M,1,75860000.0,0
8168,Centro-oeste,GO,6511101.0,0,101.0,M,1,75860000.0,0
8169,Centro-oeste,GO,6143400.0,1,259.0,M,7,75860000.0,0
8170,Centro-oeste,GO,3600601.0,0,183.0,F,7,75860000.0,1
8171,Centro-oeste,GO,4120400.0,0,81.0,F,3,75860000.0,1
8172,Centro-oeste,GO,6422100.0,0,76.0,F,3,75860000.0,1
8173,Centro-oeste,GO,6421200.0,0,76.0,F,3,75860000.0,0
8174,Centro-oeste,GO,4120400.0,1,81.0,M,3,75860000.0,1
8176,Centro-oeste,GO,4646001.0,0,90.0,F,5,75860000.0,0
8177,Sudeste,SP,6422100.0,1,63.0,M,6,13387598.0,1
8184,Centro-oeste,MT,3514000.0,1,185.0,F,3,78715505.0,1
8185,Centro-oeste,MT,6422100.0,1,79.0,M,3,78700000.0,0
8187,Centro-oeste,MT,4110700.0,1,81.0,M,2,78700000.0,0
8188,Centro-oeste,MT,6821801.0,1,81.0,M,2,78700000.0,0
8191,Centro-oeste,GO,4755503.0,1,54.0,F,2,72976603.0,0
8196,Centro-oeste,GO,6423900.0,1,53.0,F,3,75261660.0,0
8197,Centro-oeste,GO,6110801.0,1,76.0,F,6,74354618.0,0
8198,Centro-oeste,GO,8220200.0,0,76.0,M,3,74075140.0,0
8199,Centro-oeste,GO,6431000.0,0,76.0,M,3,74075140.0,0
8200,Centro-oeste,GO,8291100.0,0,76.0,M,3,74075140.0,1
8201,Centro-oeste,GO,4120400.0,1,82.0,M,4,74366014.0,0
8202,Sudeste,SP,5310501.0,0,182.0,F,3,5726130.0,0
8203,Sudeste,SP,4110700.0,0,82.0,M,4,3057000.0,0
8204,Sudeste,SP,6120501.0,1,187.0,F,4,2803000.0,1
8205,Sudeste,SP,6436100.0,0,54.0,F,7,8594630.0,0
8207,Sudeste,SP,6436100.0,1,54.0,F,3,3574000.0,0
8208,Sudeste,SP,4789099.0,0,54.0,F,2,5813050.0,1
8209,Sudeste,SP,4789099.0,1,126.0,F,3,1220010.0,1
8211,Sudeste,SP,5111100.0,0,276.0,F,3,3407050.0,0
8212,Sudeste,SP,6436100.0,0,54.0,F,5,5655000.0,0
8213,Centro-oeste,GO,4713002.0,1,102.0,M,3,75689099.0,0
8215,Centro-oeste,GO,2622100.0,1,102.0,F,6,75689057.0,1
8216,Centro-oeste,GO,4789099.0,1,97.0,F,6,75689057.0,0
8217,Centro-oeste,GO,2759799.0,1,97.0,F,6,75689057.0,0
8218,Centro-oeste,GO,4753900.0,1,288.0,M,4,75682092.0,0
8219,Centro-oeste,GO,2640000.0,1,288.0,M,4,75682092.0,1
8221,Sudeste,SP,8211300.0,0,96.0,F,3,18075605.0,1
8224,Centro-oeste,GO,4759899.0,0,125.0,F,3,75090703.0,1
8225,Centro-oeste,GO,4753900.0,1,96.0,M,6,75115030.0,1
8226,Centro-oeste,GO,2640000.0,1,96.0,M,6,75115030.0,0
8230,Centro-oeste,GO,4753900.0,1,147.0,M,2,75095440.0,0
8231,Centro-oeste,GO,6511101.0,1,147.0,M,2,75095440.0,1
8232,Sul,SC,8291100.0,0,102.0,F,2,88521340.0,0
8233,Centro-oeste,GO,8211300.0,1,236.0,M,3,75900000.0,0
8234,Centro-oeste,GO,4753900.0,1,113.0,F,2,75900000.0,1
8239,Centro-oeste,GO,4761001.0,1,236.0,F,6,75388700.0,0
8240,Centro-oeste,GO,8299799.0,1,236.0,F,6,75388700.0,0
8241,Centro-oeste,GO,6422100.0,1,236.0,F,6,75388700.0,1
8242,Centro-oeste,GO,8299799.0,1,236.0,F,6,75388700.0,0
8243,Centro-oeste,GO,8532500.0,1,233.0,M,2,75390359.0,0
8244,Centro-oeste,GO,4752100.0,1,187.0,M,3,75383110.0,0
8245,Centro-oeste,GO,6110801.0,1,186.0,M,1,75393110.0,0
8247,Centro-oeste,GO,6110801.0,1,186.0,F,5,75388584.0,0
8249,Centro-oeste,GO,6431000.0,1,103.0,F,2,75389022.0,0
8250,Centro-oeste,GO,6550200.0,1,286.0,F,3,75384134.0,0
8251,Centro-oeste,GO,8299799.0,0,63.0,F,3,75382375.0,0
8252,Centro-oeste,GO,6423900.0,1,54.0,M,6,75387176.0,0
8253,Centro-oeste,GO,7020400.0,1,54.0,M,6,75387176.0,0
8254,Centro-oeste,GO,8299799.0,1,54.0,M,6,75387176.0,0
8256,Centro-oeste,GO,4781400.0,0,236.0,F,3,75383107.0,0
8257,Sudeste,MG,6422100.0,1,53.0,M,6,38050040.0,1
8259,Sudeste,MG,6143400.0,1,259.0,M,6,38020120.0,0
8263,Sudeste,MG,4530701.0,1,99.0,M,4,38017070.0,0
8264,Sudeste,MG,6422100.0,1,100.0,F,7,38015270.0,0
8266,Sudeste,MG,7911200.0,1,157.0,M,2,38015000.0,0
8270,Norte,RO,6613400.0,1,55.0,F,5,76901050.0,0
8275,Sudeste,ES,6422100.0,0,63.0,M,5,29215130.0,1
8276,Sudeste,ES,3514000.0,0,185.0,M,4,29217295.0,1
8277,Sudeste,ES,6120501.0,1,187.0,F,4,29200260.0,1
8278,Sudeste,ES,6436100.0,1,63.0,M,7,29215300.0,0
8279,Sudeste,ES,8531700.0,0,233.0,F,2,29220600.0,0
8281,Sudeste,RJ,6423900.0,1,53.0,M,5,27913140.0,1
8288,Sudeste,RJ,6422100.0,0,54.0,F,6,27901000.0,0
8290,Sudeste,RJ,3514000.0,1,185.0,F,5,27901000.0,1
8291,Sudeste,RJ,6613400.0,0,54.0,F,4,27901000.0,1
8293,Sudeste,SP,4753900.0,1,132.0,M,4,3890000.0,0
8294,Sudeste,SP,6462000.0,0,97.0,M,3,1232011.0,0
8295,Sudeste,SP,6423900.0,0,76.0,F,5,4330020.0,1
8296,Sudeste,SP,6422100.0,0,53.0,M,4,2451000.0,1
8297,Sudeste,SP,8299799.0,0,53.0,M,4,2451000.0,0
8298,Sudeste,SP,4789099.0,0,91.0,M,5,4675085.0,0
8299,Sudeste,SP,4652400.0,1,101.0,F,5,8490000.0,1
8300,Sudeste,SP,6462000.0,1,124.0,F,2,2248001.0,0
8301,Sudeste,SP,4782201.0,0,38.0,M,3,13087460.0,0
8302,Sudeste,SP,6462000.0,1,93.0,M,2,6823080.0,0
8304,Sudeste,SP,7911200.0,0,276.0,M,7,5108130.0,0
8305,Sudeste,SP,2751100.0,1,94.0,M,5,6624030.0,0
8306,Sudeste,MG,4922101.0,1,156.0,F,3,38070100.0,0
8308,Sudeste,MG,6511101.0,1,79.0,F,6,38036490.0,0
8309,Sudeste,MG,6422100.0,1,76.0,M,5,38045630.0,0
8310,Sudeste,MG,6511101.0,1,96.0,F,5,38082159.0,1
8311,Sudeste,MG,6436100.0,1,53.0,F,4,38061430.0,0
8313,Sudeste,MG,6120599.0,1,187.0,M,5,38061000.0,0
8314,Sul,SC,6110801.0,1,186.0,M,2,88360000.0,1
8315,Sul,SC,4530702.0,1,99.0,M,3,88780000.0,0
8317,Sudeste,RJ,6511101.0,1,102.0,F,4,27930045.0,1
8319,Sudeste,RJ,3514000.0,1,185.0,F,7,27913010.0,1
8320,Sudeste,RJ,2632900.0,1,101.0,F,2,27946160.0,0
8322,Sudeste,RJ,6422100.0,1,53.0,F,2,27935040.0,1
8323,Sudeste,RJ,6462000.0,0,279.0,M,4,27945060.0,0
8324,Sul,PR,4789099.0,0,54.0,M,3,86400000.0,0
8325,Sul,PR,6422100.0,0,54.0,M,3,86400000.0,0
8326,Norte,RO,6422100.0,1,53.0,F,6,76820226.0,1
8328,Norte,RO,4789008.0,0,247.0,F,5,76824278.0,1
8329,Norte,RO,3514000.0,0,185.0,M,4,76900793.0,0
8333,Norte,RO,3514000.0,0,185.0,F,7,76804494.0,0
8334,Norte,RO,3514000.0,0,185.0,F,5,76803874.0,0
8335,Sudeste,MG,9319101.0,1,282.0,F,6,38300162.0,0
8336,Sudeste,MG,6622300.0,1,282.0,F,6,38300162.0,1
8338,Sudeste,MG,2751100.0,1,93.0,M,3,38360000.0,0
8339,Sudeste,MG,4753900.0,1,93.0,M,3,38360000.0,1
8341,Sudeste,MG,4713002.0,1,102.0,M,5,38300124.0,0
8342,Sudeste,MG,6110801.0,1,186.0,M,2,38307789.0,1
8343,Sudeste,MG,4754701.0,0,97.0,F,3,39680000.0,0
8344,Sudeste,SP,6512000.0,0,69.0,F,4,4304000.0,0
8345,Sudeste,SP,4761001.0,1,234.0,F,5,5568000.0,0
8346,Sudeste,SP,4789099.0,0,101.0,M,4,2995000.0,0
8347,Nordeste,RN,6436100.0,1,76.0,M,6,59104240.0,0
